id,articles
348,"Ahead of the Governorship and State Assembly elections, youth organizations and students' leaders in Enugu state, South Eastern Nigeria, Wednesday endorsed the incumbent governor of the State, Ifeanyi Ugwuanyi.
Speaking during a joint press conference of youth and students leaders in Enugu, the state chairman of the National Youth Council of Nigeria, NYCN, Paschal Ugwu said that the decision to endorse the governor for a second term was informed by the fact that he has performed creditably well in the last four years, especially in terms of youth inclusiveness in governance.
He maintained that it was only in the administration of the governor that Youths who do not have God-fathers are given the opportunity to serve in government in various capacities based on merit.
""We re-affirm our support for the reelection of his Ifeanyi Ugwuanyi and promise that we shall mobilize all our members to their respective polling units to vote, observe and ensure that our votes count"". He said.
He however stated that there was the need to step up measures to further reduce the rate of unemployment among the youth by the state government.
""While we commend his Excellency for his level of youth inclusion, we demand for more appointments of young persons with recourse to various youths and students organizations"" he said.
They groups commended the INEC andsecurity agencies on their conduct and neutrality during the presidential and National Assembly election in Enugu state.
The meeting had in attendance leaders anddelegates from the National Youth council of Nigeria, National Association of Nigerian students, Ohanaeze Ndigbo Youth Wing, National Youth Assembly of Nigeria, Nigerian Youth Parliament among other youth organizations.
"
349,"Ndi Imo in diaspora organization have congratulated president Muhammadu Buhari on his emergence as the president of the country in last week&rsquo;s Presidential election that pitted him against candidate of the People&rsquo;s Democratic Party, PDP, Atiku Abubakar.
In a statement released by the organization through its President General, Joy Opara, the organization also congratulated Rochas Okorocha on his victory as senator.
According to Opara, the landslide victory of president Buhari and Okorocha during the polls clearly indicates that the electorates trust in their ability to deliver to them the dividends of democracy.
While appealing to the INEC to ensure that the rights of all voters in Imo State and the entire country is well respected and protected, Opara called on electorates to go out and vote peacefully during the forth coming Governorship and State Assembly Elections,
&ldquo;Taking note of inadequate awareness on peaceful election in the state, we therefore call on political parties, contestants, and the State authority to create more awareness and provision of adequate security before, during and after the election In order to do away with election violence&rdquo;
She said that politicians must do well not to incite violence that will disrupt the peace and development of the state and indeed the entire country during the governorship and state Assembly elections.
&ldquo;We deeply appreciate the Domestic and Foreign Election Observers in Imo State for their contributions towards our democracy&rdquo; she said.
Speaking further, she said &ldquo;as we all strive to preempt, promote, project and protect the good image of our dear state and country, ""we are of optimistic that Imo State and Nigeria are getting better under our advocacy watch""

"
350,"A former Deputy National Publicuty Secretary of the All Progressives Congress (APC), Comrade Timi Frank, has commended a report released by a U.S.-based firm, Atlantic Council&rsquo;s Digital Forensic Research Lab, for &ldquo;exposing an Isreali-based political consulting and lobbying firm named Archimedes&rdquo;, for allegedly coordinating false reports on social media against former Vice President Atiku Abubakar.
Facebook had on Thursday banned Archimedesfrom the platform over its &ldquo;coordinated and deceptive behavior&rdquo; as well as conducted a sweeping takedown of dozens of accounts and hundreds of pages primarily aimed at disrupting elections in African countries, with some scattered activity in Southeast Asia and Latin America.
Reacting to the development through a statement on Saturday, Frank said that the world will gradually know all the evil secret behind the declaration of Gen. Muhammadu Buhari as the winner of the last presidential election.
According to Frank, one of the pages that Facebook deleted on Thursday was filled with viral misinformation and direct attacks on Abubakar, the former vice president of Nigeria. The page&rsquo;s banner image showed Abubakar as Darth Vader, the Star Wars villain, holding up a sign reading, &ldquo;Make Nigeria Worse Again.&rdquo;
He also quoted the AP&rsquo;s report &ldquo;that on the overall, the misleading accounts had reached some 2.8 million users, and the pages had engaged over 5,000 followers, according to Facebook&rsquo;s estimates.&rdquo;
While thanking Facebook for bringing down the fake accounts, Frank said that &ldquo;Nigerians ought to be worried about how the APC-led government is spending huge amount of money just to discredit the rightful winner of the 2019 presidential election, Atiku Abubakar.
&ldquo;I believe that if a lie goes on for 20 years, truth will definitely catchup with it one day. It will not be long before Nigerians will realise how desperate and fake President Muhammadu Buhari is in his bid to hang onto power.&rdquo;
The political activist called on the international community to note the Associated Press&rsquo; report and the extent of damage done to the main opposition party in Nigeria and its Presidential candidate during the last general election.
&ldquo;The AP&rsquo;s report has clearly shown the level of lies sponsored against Atiku during and after the last general election. The campaign of calumny has not stopped but Nigerians should henceforth disregard malicious reports in the social media against the former VP,&rdquo; Frank stated."
351,"
ABUJA, Nigeria &ndash; They had come down from surrounding hills as they always did, wielding guns, machetes, and cutlasses and swept through 11 villages, sparing no one, killing women and children. At the end of the killing spree, scores of people were down.
Those were the words that Muhammadu Abubakar told me on a couch in Nigeria&rsquo;s Federal Capital, a cigarette sandwiched between two of his right fingers.
Abubakar clearly recalls how he lost five members of his household when marauding herdsmen besieged several communities in one of their fierce attacks in Nigeria&rsquo;s North Central State of Plateau in 2018,killing about 86 people.
&ldquo;It was on the early hours of the day,&rdquo; Abubakar continues. &ldquo;We were just waking up but still tired having worked for hours on our farm the previous day when we heard deafening gunshots and people scampering for safety.&rdquo;
When Abubakar and members of his family came out to see what was happening, they saw flames building castles in the air. Surrounding communities had been thrown into confusion. While some of his family members escaped the attack, 5 lost their lives.
After theattackson 11 communities, Abubakar, whose family was only struggling to survive at that time, traveled down to Abuja where he has been searching for the means of livelihood. &ldquo;I don&rsquo;t think I will ever forget that attack,&rdquo; he said, anger and pain running over his face.
Hopes dashed
Abubakar&rsquo;s story is no different from that of thousands of Nigerians who have lost loved ones due to years of insecurity, but he is also part of the Nigerian population who elected President Muhammadu Buhari in 2015, with the hope that he will turn the tables around and address the security challenges facing the country.
In 2015, Buhari won the presidential election, beating former President Jonathan by 2.5 million votes to become the first opposition candidate to win a presidential election in Nigeria.
Nigeria has beenfightinga war against Boko Haram since 2009. The terrorist sect intends to establish a hardline Islamic caliphate in Northeast Nigeria. Since its inception, the deadly sect has killed more than 50,000 people and has displaced millions as well as destroyed much property.
But in the build-up to the election, Buhari promised security for Nigeria. HetoldAl Jazeera in a February 2015 interview that if he were to come to power, he would work to &ldquo;pressure Boko Haram out of Nigeria,&rdquo; adding in his first speech as president-elect that &ldquo;In tackling the insurgency, we have a tough and urgent job to do.&rdquo;
His victory at the polls was apparently hinged on his promise to tackle insecurity which had become a major challenge for the country and in particular, insurgent activities which have almost crippled many sectors.

Muhammadu Abubakar explained how he lost five family members to marauding herdsmen.

Former President Goodluck Jonathan was both accused and loathed by many for not taking Boko Haramseriouslyand it was thought that Buhari would be better positioned to defeat the militants and bring back peace, given his years in the military.
But four years after he assumed office, Buhari has struggled to live up to the high expectations that greeted his victory in 2015. The country has beenplaguedby gangs of armed bandits preying on villagers, clashes between herdsmen and farmers and the Islamist insurgency of Boko Haram even becoming more vicious than ever.
Even though he hasrepeatedlysaid that the Boko Haram jihadist group has been defeated, analysis of its attacks shows that the group killed more than 900 people in just 2017, marginally more than it did in 2016,consistentlymounted attacks during the year, defying Mr. Buhari&rsquo;s assertion that the militants had been routed.
Thousands have lost their lives since 2015 and the country still has well over 1.8 million internally displaced persons in camps spread all over.
About1,700 violent deathshave been attributed to Fulani herdsmen in attacks carried out between January and September 2018, according to a report by the 2018 Global Terrorism Index. The struggle for economic resources like land and water between farmers and cattle herders has led to bloodbaths, with thousands losing their lives to the age-long clash.
In 2017,clashesbetween nomadic herdsmen and local farmers resulted in at least549 deathsand thousands displaced across Benue, Taraba, Zamfara, Kaduna, Plateau, Nasarawa, Niger and Plateau states, with Benue, Plateau, Kaduna, and Taraba being hotbeds of such attacks.
Reacting to the orgy of attacks by suspected herdsmen, the country&rsquo;s director of Amnesty Internationalsaidthat countless numbers of people have lost their lives, yet the government is still not doing enough to protect communities from these violent clashes. Worse, the killers are getting away with murder.
In 2018 alone, in the state of Zamfara,hundredsdied in mass murders and more than 21,000 people have been forced from their homes. There has also been an increased rate of killings and kidnappings in the country.
In October 2018, Former Chief of Defence Staff, Air Chief Marshal Alex Sabundu, was shot dead by unknown gunmen along Keffi-Bade road, Nasarawa state, while returning from his farm.
The assassination of the four-star general occurred three months after the body of General Idris Alikakli, the immediate past Chief of Administration, Army Headquarters, Abuja, wasdiscoveredsomewhere in Lafande community, Jos South LGA of Plateau state. He was reportedly killed and buried in a shallow grave by irate youths. The death of these two officers left the entire nation in shock as it lends a loud voice to the height of insecurity in the country.
In a statement, Chidi Odinkalu, a human rights activist based in Abuja,saidthat there has been a significant collapse of security in Nigeria. He added that killings by bandits and other miscreants only happen because of &ldquo;government failings.&rdquo; &ldquo;Banditry occurs in ungoverned territory.&rdquo; &ldquo;It is in these rural areas with little or no cover. The territory is completely exposed, so at the heart of the issue is a crisis of governance,&rdquo; he added.
The future of a generation threatened
Years of combined attacks by Boko Haram in North-East Nigeria and heightened herdsmen attacks in the North Central states have led to an entire generation of children being deprived of an education.
A Demographic Health Survey (DHS)conductedby the United Nations Children Fund (UNICEF) and the Nigerian government shows that the population of out of school children in Nigeria has alarmingly risen from 10.5 million to 13.2 million which means that the country ranks highest among countries with out of school children in the world. And this means that the country islosing outon a literate and skilled workforce which it needs to grow economically,
Hussaini Abdu, the director at Plan International in Nigeria, an independent development and humanitarian organization which has beenworkingin Borno and Adamawa states to support children who left school due to insurgency to recommence their studies by providing school materials and training teachers believes that without education, these children are at risk of being seen as an ideal recruitment tool for extremist organizations or criminal gangs.
The military itself has had a not-so-easy campaign against the insurgents as they have been increasingly stretched, recording a huge number of casualties recently. On Nov 18, there was a report of how Boko Haram insurgents attacked a military base in Melete, Borno State, killing over 100 soldiers. Prior to the attack and even after the attack, the insurgents attacked several military bases in the North.
With the deepening ferocity of the insurgents and the ever-increasing casualties of the war, Nigerians will not forget the promises Buhari made to them during the election. As they prepare to go to the polls in February, they expect a change, not the same as what they are experiencing now, but something way better.
"
352,"Ahead of the 2019 general elections in Nigeria, a lot of claims and counter claims have continued to arise, especially between the ruling All Progressives Congress, APC and the main Opposition, the People&rsquo;s Democratic Party, PDP.
The national chairman of the PDP, the main opposition of the APC in next Saturday&rsquo;s Presidential Polls, Uche for instance has alleged that more than one million persons on the national voter register are dead.
The chairman said this on Tuesday at an emergency meeting of the leaders of PDP in Abuja. He said the PDP has evidence that &ldquo;over 1,050,051 dead voters will vote in this election.&rdquo;
According to him, &ldquo;the voter register contains the data of dead voters. Permanent voters cards for dead voters were printed and distributed nationwide. The idea of ghost voters is consistent with the nature of this virtual President.&rdquo;
He also stated that the INEC, Nigeria&rsquo;s election umpire is plotting hard to manipulate the outcome of Saturday&rsquo;s presidential election, having shifted it by one week which generated a lot of controversy.
In his words &ldquo;coordinated approach&rdquo; to register foreigners as voters, mainly from Niger and Cameroon. &ldquo;That is why INEC has established so many polling Units along the border with Cameroon and Niger,&rdquo; he said.
Speaking further, he said that following the successful campaign of the PDP, it can be guarantee that &ldquo;Nigerians have resolved to return PDP to power in 2019 after APC&rsquo;s four years of plunging the country deeper into poverty.
&ldquo;Overwhelmed by this reality, the ruling APC decided to sabotage the electoral body that had earlier played into their hands by allowing the cabals and other APC hawks to hijack the activities of the commission as contractors and consultants, he said.
This is not the first time the PDP is alleging foul play in the electoral process.
As at when this report was filed, INEC director of voter education and publicity, Festus Okoye is yet to respond to a text message sent for his reaction to the allegations.
"
353,"On a Saturday in late November, 76 year old Simeon Omeje, sat in front of his house nestled somewhere at the backwoods of Alor Uno rolling hills located somewhere in the South Eastern state of Enugu. Intermittently, he looked in the direction where the two rooms he had built for himself and his children lay in ruins.
&ldquo;My son, he begins as he tried to recall what exactly happened to his house. &ldquo;It was in July at 12 am I and my wife had gone into our own room after a busy day when the clouds were gathering by 8 pm.
Omeje now occupies only a single room with his wife and children. He tells me, his face forlorn, that he was fast asleep when the rain began. At exactly 12 am- when the rain had become intense, he heard a reverberating sound and when he came out to see what was happening, he discovered that the two rooms had been completely brought down by the rain. His whole compound was flooded.

A section of Omeje's house that was destroyed by erosion
&ldquo;At first, I did not know what to do. But when I saw that the rain was gradually finding its way into our own room, I quickly rushed in and took my wife and our little daughter out and carried them to a place where they slept till the next morning&rsquo;. He said, his hands wrapped around his chest.
By the time Simeon came back in the morning, his room had been filled with water. His property had been taken away. At one end of his house, Simeon reared some livestock. But none of them was spared.
He recalls that sometime in 2016, he also lost a part of his house to the erosion and was still trying to see if he can put that one together when the rain came again and destroyed the remaining two rooms.
Omeje, alongside other inhabitants in his community have suffered a major problem of erosion which usually affects them each time there is heavy downpour. The problem is believed to have existed for a period of 32 years and even more.
This problem, which has become a major source of worry to the people, has claimed several lives. Yet, nothing has been done. For families like Omeje&rsquo;s, there is no option than to keep waiting for the government to take necessary steps as there is no money to go elsewhere.

"
354,"Ahead of the presidential and parliamentary elections which were shifted by a week and now hold today, fears of possible outbreak of violence have gripped many Nigerians and may likely scare some of them away from the elections.
Since the new year, they presidential aspirants, particularly Buhari and Abubakar were busy on the campaign trail as they approached the electionfinish line. They have all criss-crossed the country to attend rallies where they attracted enormous crowds.
During these campaigns, several deaths occurred. Apart from clashes between supporters of the ruling APC and their arch rivals in the PDP, other pockets of violence, including the killing of over 60 people during attacks on two communities in Nigeria&rsquo;s Northwestern Kaduna state, have been reported from various places in Nigeria.
There have also been reports of the killing of APC officials in Benue, Rivers and Imo states. All of these have sent ripples down the spines of Africa&rsquo;s largest democracy as they prepare to vote.
Buhari shoot - aside- order
On Monday, Buhari gave what can be best described as a military order when he asked the military and the police to deal ruthlessly with ballot box snatchers during the elections.
While speaking at a national caucus meeting of the APC, he said that miscreants who attempt to disrupt Saturday&rsquo;s presidential and National Assembly elections would do so at the expense of their lives
He said &ldquo;I am going to warn anybody who thinks he has enough influence in his locality to lead a body of thugs, snatch ballot boxes or to disturb the voting system that he will do it at the expense of his own life.
Reaction trail the president&rsquo;s order
After giving orders to the military, many Nigerians, including civil societies and supporters of the main opposition party have continued to pour scathing criticisms on the president, with some describing it as undemocratic and others saying it is intended to scare voters away from the polling units so the ruling APC can manipulate the polls.
The National Chairman of the PDP, Prince Uche Secondus said that president Buhari gave marching orders to the military and the police to help leaders of the APC oppress Nigerian voters in his alleged desperation to cling on to power
At a press briefing organized by the Young Friends of Atiku, (YFOA), on Wednesday in Enugu, Eastern Nigeria, the pro-Atiku group condemned the presidential order insisting that the President should have signed the amended sections of the Electoral Act to avoid all forms of thuggery instead of issuing death threats to Nigerians.
Describing the decision as uncivilized and unprecedented, the Director General of the group, Silas Onu said that the order given by the president is one that has no objective mode of application or enforcement, thereby leaving the army with a subjective discretion of determining what to describe as an act of box snatching.
The Coalition of United Political Parties, CUPP asked Nigerians and the International Community to hold the president responsible for any loss of lives during the elections.
It said that the President was unambiguous in his call that citizens should be shot dead extra judicially if they ever tried to snatch ballot boxes during the elections and that it was the most callous public statement ever made by a Nigerian President.
PAN Niger Delta Forum, PANDEF also described president Buhari&rsquo;s directives to the army as a call for jungle justice. The group said that the directive was quite unfortunate, condemnable and unacceptable as it is capable of being manipulated against innocent voters by overzealous political opponents.
Army cannot disobey the president&rsquo;s order
At an emergency meeting of the PDP leadership which held after Buhari&rsquo;s order, presidential candidate, Atiku Abubakar advised the Army not to obey what he describe as unlawful orders.
His party asked the Chief of Army Staff, Tukur Buratai to instead concentrate on his very demanding assignment of protecting the territorial integrity of the nation and ending insurgency rather than dabbling into partisan politics at the risk of national cohesion.
In his response, Buratai demanded that the PDP presidential candidate withdrew his advice which he said was tantamount to incitement.
&ldquo;It is unfortunate to hear persons who are aspiring to rule this country again inciting the army to disobedience,&rdquo; the army chief said, adding that &ldquo;direct and public incitement of the Nigerian Military against democracy and constituted civil authority will not be tolerated&rdquo;.
He reiterated that one of the core values of the army was loyalty to constituted authority and that must be 100 per cent, warning that officers who are not given to loyalty must resign before the election.
INEC differs with order
In its response to the president&rsquo;s order, the Chairman of INEC, Prof. Mahmood Yakubu said, at a press conference in Abuja on Tuesday that the commission would stand by the Electoral Act which states that persons who snatch election materials are liable to a prison term of two years or maximum fine of 500,000&rdquo;.
Reacting to the president&rsquo;s comment, Yakubu maintained that the position of the commission is that all violators of the Electoral Act should be punished according to the provisions of the Act.
President re- assures Nigerians of their security 
In a televised nationwide broadcast in Abuja on the eve of the rescheduled election, Buhari charged electorates not to be &ldquo;afraid of rumors of violence and unrest.
The president asked electorates not to allow anyone discourage them from exercising their rights as citizens and voters saying that the nation&rsquo;s security agencies would ensure that adequate security measures were in place.
He emphasized that his administration had put in place adequate security measures that would enable the electorate to vote in an atmosphere of openness and peace, devoid of fear from threat or intimidation.
&ldquo;As citizens, there is no greater duty than this and no greater honour. Tomorrow, I know you will once again make Nigeria proud of its people. &ldquo;Our security agencies have worked diligently to ensure that adequate security measures are in place&rdquo;, he said during the broadcast.
Nnamdi Obasi, a senior Nigeria researcher with International Crisis Group's told Aljazeera that &ldquo;the intensely acrimonious exchanges between the two major political parties have already resulted in many clashes, risking further violence during and after the polls.
""Nigerian elections have often been characterized by violence and with political tensions now further aggravated by current conflicts and deepening insecurity, there are fears that this election would be no different from the ones in the past,"" he said.
The president has made efforts- through his speech- to reassure the people of their safety during the polls. But one thing remains- that the electorates go to the polls with every sense of trepidation.

"
355,"The Independent National Electoral Commission, INEC, has reacted to remarks by the US Government, expressing disappointment with the conduct of the 2019 general elections.
The Chief Press Secretary to the INEC Chairman, Rotimi Oyekanmi, while reacting to the US Government statement, appreciated the US support for the nation&rsquo;s electoral process, but was quick to add that no country in the world could conduct a perfect election.
Oyekanmi also insisted that the US observations were not enough to discredit the integrity of the elections.
He said: &ldquo;As one of our important partners, the Independent National Electoral Commission appreciates the United States&rsquo; interest and support for Nigeria&rsquo;s electoral process.
&ldquo;However, there is no country in the world where general elections are perfect from the beginning to the end. In our reckoning, coupled with various reports released by local and international observers so far, the 2019 general elections were a success, but by no means perfect.
&ldquo;There are lessons to be learnt and there is room for improvement. The commission will contiynue to do its best to deliver credible elections with the hope that the major players will appreciate the importance of playing by the rules and ultimately accept that no political office is worth the precious life of any human being. All is vanity.&rdquo;"
356,"
President Donald Trump on Thursday overturned longstanding US policy regarding the Israeli-occupied Golan Heights, announcing that ""it is time"" for the US to ""fully recognize Israel's Sovereignty"" over the region.

""After 52 years it is time for the United States to fully recognize Israel's Sovereignty over the Golan Heights, which is of critical strategic and security importance to the State of Israel and Regional Stability,"" Trump tweeted.

The announcement hands Israeli Prime Minister Benjamin Netanyahu a significant foreign policy victory, less than three weeks before Israelis head to the polls to decide whether he should remain in power.

The move comes just days before Netanyahu is set to join Trump at the White House and follows weeks during which Netanyahu has renewed his push for the US to recognize the Golan Heights as part of Israel.


Israel captured the Golan Heights from Syria during the Six-Day War of 1967 and formally annexed the territory in 1981. But that annexation has not been recognized by the international community, which has regarded the Golan Heights as occupied territory and Israeli settlements there as illegal under international law.

The UN special envoy for Syria, Geir Pedersen, recently reiterated that position.

""The Security Council is very clear that the Golan is Syrian territory, and the first aspect of (Resolution) 2254 is of course the territorial integrity of Syria,"" he said in a news briefing in late February.


Netanyahu quickly took to Twitter to thank Trump, tweeting: ""At a time when Iran seeks to use Syria as a platform to destroy Israel, President Trump boldly recognizes Israeli sovereignty over the Golan Heights. Thank you President Trump! @realDonaldTrump.""

In a short phone call between the two leaders, Netanyahu told Trump, ""You made history,"" according to a readout of the call provided by the Prime Minister's Office.

It was not clear if the White House would release additional information or specifics about the move to recognize the Golan Heights as part of Israel beyond Trump's tweet.

Former US Defense Secretary Leon Panetta, who served under President Barack Obama, said the move ""raises a lot of concern"" and said it is difficult to not see this as an attempt to buttress Netanyahu's chances of remaining prime minister.

""It's hard not to put two and two together,"" Panetta said, adding that ""The President has made clear his support for Netanyahu.""


"
357,"
Ahead of Saturday's Presidential Election, a pro-Atiku Support Group,Young Friends of Atiku, (YFOA), on Wednesday in Enugu, South Eastern Nigeria, condemned in strong terms the presidential order asking those intending to snatch ballot box to stay clear of the polling booths or pay with their lives.

The group insisted that if President Muhammadu Buhari hadsigned the amended sections of the Electoral Act, all forms of thuggery in the up coming general elections would have been eliminated.

Addressing newsmen, the Director General of the group, Silas Onu said that the order given by the president is one that has no objective mode of application or enforcement, thereby leaving the army with a subjective discretion of determining what to describe as an act of box snatching.He regretted that the army will simply use the order to muscle the agents of opposition parties into silence and cowardice for the fear of being killed by the state agents.""Seeing that the opposition parties have remained resolute to act in accordance to law at all times, the president has now resorted I to terrorizing his own citizens with state violence on election day"" he said.While condemning all acts of violence, including electoral violence, Onu stated that recent history clearly shows that ballot box snatching is no longer the main threat to a credible election in Nigeria as vote buying has since supplanted thuggery.Describing the decision as uncivilized and unprecedented, he said that those involved in electoral malpractice should only be apprehended and prosecuted in accordance with appropriate laws and not killed as ordered by the president.""We had expected that if President Buhari truly intends to stem the tides of such misconduct during election, he will simply call on the security to be 100% neutral and also ensure that all electoral offenders are arrested and prosecuted in accordance with our existing laws""""If the state agents are so determined to serve an individual president at the expense of the nation, then, they must be ready to kill as many Nigerians as possible to keep Buhari in office. But Nigerians have resolved to sack Buhari and no amount of death threats can deter us because the live of every Nigerian citizen is as important as that of the president"". He said.The group also condemned in strong terms the alleged plans to postpone elections in Borno, Adamawa and Kaduna in a bid to give the ruling APC enough time to carry out its alleged rigging plan whenever elections are held in those three states."
358,"After the presentation of its ad hoc committee, the Nigerian Senate on Tuesday approved N30,000 as the new minimum wage for workers.
The committee&rsquo;s report, presented by Senator Francis Alimikhena was approved after the National Minimum Wage Act CAP N61 LFN (repeal and re-enactment) Bill, 2019 after surviving the three readings.
Upon the presentation and the approval of the report, the committee was afterwards dissolved.
Reacting to the report of the committee, senate leader, Senator Ahmed Lawal said the government needed not wait till it was threatened by strike action before the needful was done.
He said, &ldquo;The Ad-hoc Committee promised to give a new minimum wage to Nigerians and they have fulfilled the promise. This gesture should be appreciated. We do not have to wait until we are threatened with strike action before we take action. The Nigerian workers must show that the government is paying them and they are paying the government in service
The Senate president, Bukola Saraki acknowledged the resilience of Nigerian workers.
He said, &ldquo;I want to commend the leaders of the organisations of the union. Let me also state that as government, we should ensure that at times like these, we should not wait for there to be strikes to do what is truly deserving for our workers.
&ldquo;Let me join our colleagues to commend the efforts of the committee. More importantly, let me commend the patience of Nigerian workers and the leadership of the Labour Union, who have over the years been calling for this minimum wage and have carried their efforts responsibly,&rsquo;&rsquo; he added."
359,"Following the outcome of the presidential election, trading on the Nigerian Stock Exchange (NSE) continued to react negatively with the market capitalisation losing N196 billion to close below N12 trillion mark.
The News Agency of Nigeria, NAN reports that the market capitalisation for last trading day in February shed N196 billion despite the N16 dividend declared by Dangote Cement.
Specifically, the market capitalisation shed N196 billion or 1.63 per cent to close at N11.828 trillion compared with N12.024 trillion achieved on Wednesday.
In the same vein, the All Share Index lost 525.54 points to close at 31,728.70 when compared with 32,244.24 recorded on Wednesday.
Ambrose Omordion, a market analyst,attributed the development to investors disappointment over the outcome of the elections.
Omordion told NAN that smart investors that took a position earlier in the market ahead of the presidential election and earnings seasons were disappointed.
He said that apart from the outcome of the elections, everything was against the stock market ranging from delayed budget, expiration of the tenure of Central Bank of Nigeria (CBN) governor by June.
&ldquo;The only factor for the stock market now is this earnings season, because nothing will happen between now and May 29,&rdquo; Omordion said.
Omordion said that the trend might likely continue unless there was a change in economic policies and reforms by the president.
He, however, called on investors to target pension funds stocks that were consistent in dividend payment in the last four years.
NAN reports that some blue chips dominated the losers&rsquo; table and this was led by Nestle having lost N30 to close at N1,470 per share.
Nigerian Breweries trailed with a loss of N3.70 to close at N79.50, while Guaranty Trust Bank declined by N2.60 to close at N35.35 per share.
Stanbic IBTC depreciated by N2.05 to close at N46.25, while Dangote Flour Nigeria was down by N1.05 to close at N10.90 per share.
On the other hand, Dangote Cement having declared N16 dividend for 2018 financial year led the gainers&rsquo; table with N3.80 to close at N195.30 per share.
GlaxoSmithKline followed with a gain of 35k to close at N12, while UAC Property gained 9k to close at N1.91 per share.
Union Bank of Nigeria added 5k to close at N7, while Live Stock also increased by 5k to close at 60k per share.
Source:https://www.thecable.ng/election-outcome-nse-market-capitalisation-decreases-further-by-n196bn/amp"
360,"Expectedly, the candidate of the People&rsquo;s Democratic Party, PDP, in the just concluded election, Atiku Abubakar, has rejected the election results announced by the Independent National Electoral Commission (INEC), insisting that the whole process was &ldquo;heavily militarized&rdquo; and results manipulated.
He was defeated by incumbent President Muhammadu Buhari with over three million votes. But in a statement issued by him on Wednesday morning, the one-time vice-president said he will be challenging the election in court.
According to him, &ldquo;If I had lost in a free and fair election, I would have called the victor within seconds of my being aware of his victory to offer not just my congratulations, but my services to help unite Nigeria by being a bridge between the North and the South.
He said &ldquo;in my democratic struggles for the past three decades, I have never seen our democracy so debased as it was on Saturday, February 23, 2019. 2007 was a challenge, but President Yar&rsquo;Adua was remorseful. In 2019, it is sad to see those who trampled on democracy thumping their noses down on the Nigerian people. &ldquo;Consequently, I hereby reject the result of the February 23, 2019 sham election and will be challenging it in court.&rdquo;
Below is his full statement with the title ""Democracy Will Not Be Emasculated in Nigeria""
I thank the Nigerian people who trooped out in their millions to perform their civic duty this past Saturday. The patriotism of Nigerians is heartwarming and affirms my oft-repeated statement that we are brothers and sisters born from the womb of one mother Nigeria.
With regards to the Presidential elections that took place on February 23, 2019, it is clear that there were manifest and premeditated malpractices in many states which negate the results announced.
One obvious red flag is the statistical impossibility of states ravaged by the war on terror generating much higher voter turnouts than peaceful states. The suppressed votes in my strongholds are so apparent and amateurish, that I am ashamed as a Nigerian that such could be allowed to happen. How can total votes in Akwa-Ibom, for instance, be 50% less than what they were in 2015?
Another glaring anomaly is the disruption of voting in strongholds of the Peoples Democratic Party in Lagos, Akwa-Ibom, Rivers and diverse other states, with the authorities doing little or nothing and in some cases facilitating these unfortunate situations. (See attached links to documentary evidences).
The militarization of the electoral process is a disservice to our democracy and a throwback to the jackboot era of military dictatorship. In some areas of the country, such as, Rivers, Akwa Ibom and Imo states, troops deployed for the elections turned their guns on the very citizens they were meant to protect. This is condemnable and should not be associated with our electoral process in the future.
I am a democrat and there are democratic avenues available to present the truth to the nation and the watching world. Already, many international observers have given their verdicts, which corroborate our observations. I am sure more will come in the coming hours and days.
If I had lost in a free and fair election, I would have called the victor within seconds of my being aware of his victory to offer not just my congratulations, but my services to help unite Nigeria by being a bridge between the North and the South.
However, in my democratic struggles for the past three decades, I have never seen our democracy so debased as it was on Saturday, February 23, 2019. 2007 was a challenge, but President Yar&rsquo;Adua was remorseful. In 2019, it is sad to see those who trampled on democracy thumping their noses down on the Nigerian people.
Consequently, I hereby reject the result of the February 23, 2019 sham election and will be challenging it in court. I want to assure my supporters and the entire Nigerian people that together, we will not allow democracy to be emasculated.
I hope and pray Nigerians will someday summon the courage to defend democracy. That is the only way we can move away from being the world headquarters for extreme poverty.
"
